utterance,speaker,word_index,word,human_stress,human_correct,ctc_viterbi_primary_probability,ctc_viterbi_canonical_location_correct,ctc_viterbi_stress_latency_ms,mfa_primary_probability,mfa_canonical_location_correct,mfa_stress_latency_ms
000240284,0024,0,SOMEBODY,10.0,1,0.5132,1,42.96262498246506,0.2318,0,49.524834001204
000240284,0024,6,OVER,10.0,1,0.7266,1,58.770916977664456,0.7295,1,42.149084008997306
000240289,0024,0,COMPETITION,10.0,1,0.2245,0,53.85879200184718,0.2623,0,54.67599999974482
000240289,0024,5,INDUSTRY,5.0,0,0.2188,0,68.92979200347327,0.2416,0,52.00300001888536
000240320,0024,2,ANXIOUSLY,10.0,1,0.4275,1,46.91599999205209,0.3335,0,47.421042021596804
000240320,0024,7,STARTED,10.0,1,0.7301,1,34.96099999756552,0.7303,1,34.99862499302253
000240323,0024,5,UNHAPPY,10.0,1,0.5438,1,46.029332996113226,0.3618,0,47.50887499540113
000240324,0024,3,SORRY,10.0,1,0.7293,1,37.5216249958612,0.7297,1,35.885791992768645
000240350,0024,6,FRIENDSHIP,10.0,1,0.73,1,36.874999990686774,0.7303,1,37.23358397837728
000440005,0044,0,ANDY,10.0,1,0.7278,1,63.283958996180445,0.7246,1,40.41245797998272
000440021,0044,0,MANDY,10.0,1,0.73,1,40.00529201584868,0.7302,1,42.2462499991525
000440021,0044,4,AUSTRALIAN,10.0,1,0.5749,1,53.063917002873495,0.574,1,50.114541983930394
000440043,0044,0,ZERO,10.0,1,0.7101,1,45.599665987538174,0.6414,1,45.69037500186823
000440043,0044,2,ZERO,10.0,1,0.6976,1,46.105291985441,0.7226,1,45.333457994274795
000440045,0044,1,ZERO,10.0,1,0.4758,0,46.521375013981014,0.7279,1,51.65266600670293
000440082,0044,0,LILLY,10.0,1,0.7255,1,41.62370800622739,0.7286,1,43.36366700590588
000440082,0044,2,BISCUIT,10.0,1,0.719,1,69.40149998990819,0.7173,1,40.20950000267476
000440089,0044,0,SANDY,10.0,1,0.7268,1,42.69891700823791,0.7302,1,42.47008400852792
000440099,0044,3,BEAUTIFUL,10.0,1,0.489,1,63.30795801477507,0.5396,1,54.3818750011269
000440099,0044,4,SUNGLASSES,10.0,1,0.4568,1,72.96775002032518,0.569,1,50.708499999018386
000440126,0044,0,TEDDY,10.0,1,0.7032,1,47.42766698473133,0.7288,1,48.52854099590331
000440126,0044,3,CUMBER,10.0,1,0.7235,1,59.37087500933558,0.7302,1,43.40079199755564
000440132,0044,0,ANDY,10.0,1,0.708,1,73.88270800583996,0.7279,1,44.87883299589157
000440145,0044,0,HANDY,10.0,1,0.7301,1,42.99691700725816,0.7304,1,43.685207987437025
000440145,0044,3,BANGKOK,10.0,1,0.2705,0,40.39325000485405,0.2699,0,43.983666022541
000440147,0044,0,LILLY,10.0,1,0.7285,1,42.94395798933692,0.7251,1,54.057750006904826
000440173,0044,1,GOING,10.0,1,0.7293,1,42.23429100238718,0.7298,1,38.1447909749113
000490017,0049,0,DORA,10.0,1,0.7281,1,44.843959010904655,0.7159,1,49.4321660080459
000490088,0049,2,TEDDY'S,10.0,1,0.7282,1,54.67941699316725,0.7284,1,42.700666992459446
000490092,0049,0,HERE,10.0,1,1.0,1,49.28991699125618,1.0,1,37.97245799796656
000490097,0049,0,SANDY,10.0,1,0.73,1,37.86254100850783,0.7301,1,43.32845899625681
000490102,0049,0,MARY,5.0,0,0.7236,1,52.242916979594156,0.728,1,38.74279200681485
000490102,0049,4,SWEATER,10.0,1,0.7287,1,56.03512498782948,0.7298,1,44.8547079868149
000490117,0049,2,TALKING,10.0,1,0.7275,1,40.39591699256562,0.7278,1,44.07241698936559
000490151,0049,4,EXCITING,10.0,1,0.575,1,58.8958750013262,0.575,1,50.40170799475163
000490162,0049,1,RABBIT,10.0,1,0.727,1,41.73945801449008,0.7238,1,38.88891599490307
000490164,0049,2,OUR,10.0,1,0.729,1,46.933333011111245,0.7289,1,44.30520799360238
000490175,0049,4,KITCHEN,10.0,1,0.7258,1,54.50516700511798,0.7286,1,41.5975000069011
000920002,0092,2,YELLOW,10.0,1,0.7199,1,61.19220901746303,0.7143,1,40.70012501324527
000920009,0092,1,ALICE,10.0,1,0.7277,1,43.52991600171663,0.7275,1,40.65062498557381
000920051,0092,2,ZERO,10.0,1,0.7293,1,37.692791025619954,0.7287,1,39.26525000133552
000920055,0092,2,LANTERN,10.0,1,0.7295,1,49.33366601471789,0.7302,1,39.62862500338815
000920074,0092,0,SANDY,10.0,1,0.7299,1,37.59862500010058,0.7303,1,34.643500024685636
000920074,0092,2,RUNNING,10.0,1,0.7078,1,36.388416978297755,0.7235,1,37.451583018992096
000920094,0092,4,SWEATER,10.0,1,0.7243,1,53.718167007900774,0.7301,1,44.42979200393893
000920099,0092,3,BEAUTIFUL,10.0,1,0.571,1,49.65762500069104,0.5711,1,47.41450000437908
000920126,0092,0,MARY,10.0,1,0.7173,1,54.36275000101887,0.7288,1,41.866667015710846
000920129,0092,4,POTATO,10.0,1,0.2772,0,70.53954200819135,0.5559,1,43.743374990299344
000920136,0092,5,DOCTOR,10.0,1,0.7288,1,56.6197499865666,0.7296,1,47.8476669813972
000920173,0092,2,MANY,10.0,1,0.7258,1,61.99687498155981,0.7282,1,47.792375000426546
000930005,0093,0,BILLY,10.0,1,0.7278,1,46.15691598155536,0.7258,1,51.74754100153223
000930014,0093,0,BOBBY,10.0,1,0.7132,1,52.657791995443404,0.7289,1,45.30570798669942
000930051,0093,3,ZERO,10.0,1,0.4825,0,48.733417002949864,0.6349,1,41.41583398450166
000930089,0093,0,DORA,10.0,1,0.7129,1,39.818916004151106,0.7215,1,46.82166699785739
000930091,0093,0,MARY,10.0,1,0.6329,1,54.820833989651874,0.7284,1,40.084958978695795
000930091,0093,3,BEAUTIFUL,10.0,1,0.538,1,55.361916980473325,0.5401,1,54.33441701461561
000930099,0093,0,JACKIE,10.0,1,0.728,1,41.50299998582341,0.7281,1,40.94262499711476
000930099,0093,3,BEAUTIFUL,10.0,1,0.504,1,48.64895899663679,0.4502,1,49.01541699655354
000930101,0093,2,MARY'S,10.0,1,0.6893,1,44.276207976508886,0.7072,1,44.43050001282245
000930111,0093,0,BOBBY,10.0,1,0.7236,1,56.55245800153352,0.7294,1,41.13895900081843
000930148,0093,0,TINA,10.0,1,0.7283,1,40.79045899561606,0.7287,1,42.886124982032925
000930148,0093,4,USUAL,10.0,1,0.4979,1,56.39012501342222,0.2718,0,35.01883297576569
000930151,0093,0,ANDY,10.0,1,0.7263,1,73.5770839964971,0.7271,1,54.53262498485856
000930155,0093,2,ANY,10.0,1,0.7292,1,42.75737499119714,0.7291,1,41.73783399164677
000930162,0093,3,PARROT,10.0,1,0.714,1,45.03145901253447,0.7239,1,51.90566700184718
000940012,0094,0,LILLY,10.0,1,0.7264,1,39.66716700233519,0.7281,1,43.274875002680346
000940012,0094,2,GOING,10.0,1,0.7301,1,35.48625000985339,0.7297,1,35.907709010643885
000940012,0094,5,ZEBRA,10.0,1,0.722,1,59.88770900876261,0.7285,1,42.29370900429785
000940015,0094,0,ANDY,10.0,1,0.7202,1,65.70750000537373,0.7229,1,40.96991699771024
000940015,0094,2,GOING,10.0,1,0.7298,1,37.70845799590461,0.7295,1,39.70675001619384
000940042,0094,0,ZERO,10.0,1,0.6336,1,43.35037499549799,0.7269,1,38.09737498522736
000940067,0094,0,TEDDY,10.0,1,0.7286,1,37.8306659986265,0.7289,1,38.671874994179234
000940067,0094,4,TENNIS,10.0,1,0.718,1,39.81662500882521,0.7266,1,41.231665993109345
000940068,0094,2,RACING,10.0,1,0.7245,1,39.95133299031295,0.7296,1,38.73437500442378
000940074,0094,0,DORA,10.0,1,0.7285,1,40.79012500005774,0.728,1,40.194708009948954
000940074,0094,2,ROWING,10.0,1,0.7298,1,45.62354102381505,0.73,1,42.952457995852455
000940093,0094,0,HERE,10.0,1,1.0,1,43.738459004089236,1.0,1,29.903875023592263
000940102,0094,0,BILLY,10.0,1,0.7289,1,34.6002499863971,0.7264,1,38.073542003985494
000940102,0094,3,RAINCOAT,10.0,1,0.7108,1,38.92316701239906,0.6097,1,39.501374994870275
000940103,0094,0,ALICE,10.0,1,0.6628,1,62.11008399259299,0.7099,1,44.131916016340256
000940122,0094,1,JAYME,10.0,1,0.7298,1,37.502291990676895,0.7299,1,38.93504198640585
000940133,0094,0,JAYME,10.0,1,0.729,1,40.55508301826194,0.7294,1,39.29020799114369
000940133,0094,3,EGGPLANT,10.0,1,0.6765,1,41.29795799963176,0.7138,1,38.87445799773559
000940147,0094,3,BERLIN,10.0,1,0.2713,0,35.681917011970654,0.2751,0,41.33229100261815
000940173,0094,3,TIGER,10.0,1,0.7299,1,40.06462497636676,0.7299,1,39.02520801057108
000960002,0096,0,LISA,10.0,1,0.7245,1,40.74391699396074,0.7287,1,41.80512498714961
000960019,0096,4,TIGER,10.0,1,0.7086,1,60.565541993128136,0.7119,1,43.61591601627879
000960066,0096,1,LILLY,10.0,1,0.7278,1,39.86370799248107,0.7272,1,41.07200002181344
000960066,0096,4,BASEBALL,10.0,1,0.6898,0,38.8694999855943,0.7265,0,38.074125011917204
000960071,0096,0,ANDY,10.0,1,0.6984,1,63.96479101385921,0.714,1,41.264165978645906
000960071,0096,2,HANDBALL,10.0,1,0.7302,1,36.85616698930971,0.7303,1,48.673334007617086
000960073,0096,0,SANDY,10.0,1,0.7298,1,38.650875008897856,0.7303,1,42.733750015031546
000960073,0096,3,BOXING,10.0,1,0.7284,1,41.69791599269956,0.73,1,39.55316700739786
000960084,0096,0,BETTER,10.0,1,0.711,1,51.976040995214134,0.7199,1,52.24512499989942
000960084,0096,2,PETER,10.0,1,0.7234,1,43.00800000783056,0.7237,1,43.74820800148882
000960090,0096,2,EAR,10.0,1,1.0,1,30.793124984484166,1.0,1,30.269333015894517
000960136,0096,5,CLEANER,10.0,1,0.7288,1,51.72858398873359,0.7293,1,39.498541998909786
001110023,0111,3,GERMANY,10.0,1,0.5623,1,66.01204100297764,0.5632,1,55.44299999019131
001110056,0111,0,DRESSES,10.0,1,0.7288,1,38.52954201283865,0.7295,1,40.76745800557546
001110056,0111,2,SCIENTIST,10.0,1,0.2172,0,49.817874998552725,0.2356,0,56.58029197365977
001110060,0111,1,RAINCOAT,10.0,1,0.7032,1,38.083999999798834,0.7141,1,46.32245798711665
001110067,0111,0,BILLY,10.0,1,0.7293,1,41.87816599733196,0.7272,1,33.05183301563375
001110067,0111,4,RACING,10.0,1,0.7294,1,38.87850002502091,0.7301,1,38.54850001516752
001110072,0111,0,MANDY,10.0,1,0.7303,1,38.478041999042034,0.7303,1,40.230416983831674
001110099,0111,3,BEAUTIFUL,10.0,1,0.5495,1,48.05837498861365,0.4383,1,47.594500007107854
001110114,0111,2,WALKING,10.0,1,0.7282,1,37.246332998620346,0.7258,1,36.73804199206643
001110114,0111,4,BATHROOM,10.0,1,0.7135,1,54.13966701598838,0.7255,1,46.94504200597294
001110135,0111,0,DORA,10.0,1,0.7293,1,41.45095800049603,0.7138,1,49.588666995987296
001110137,0111,0,ALICE,10.0,1,0.6086,1,60.136707994388416,0.5502,1,45.1462919882033
001110137,0111,5,POLICE,10.0,1,0.2772,0,39.027958002407104,0.2789,0,43.135040992638096
001110141,0111,0,ANDY,10.0,1,0.7027,1,64.63137498940341,0.7057,1,42.23029100103304
001110141,0111,2,TODAY,10.0,1,0.3729,0,44.089750008424744,0.2813,0,45.01991698634811
001110141,0111,4,FRIDAY,10.0,1,0.7263,1,61.458291980670765,0.72,1,44.40233399509452
001110151,0111,1,HERE,10.0,1,1.0,1,35.164708009688184,1.0,1,34.330249996855855
001120024,0112,0,LISA,10.0,1,0.7293,1,36.692417023004964,0.7216,1,35.309124999912456
001120024,0112,2,AUSTRALIAN,10.0,1,0.5733,1,51.15495799691416,0.5743,1,60.78224998782389
001120063,0112,1,HOLIDAY,10.0,1,0.5707,1,53.181541996309534,0.5695,1,52.87174999830313
001120078,0112,4,BISCUIT,10.0,1,0.6981,1,64.02250000974163,0.7233,1,55.83162498078309
001120090,0112,2,SHOULDER,10.0,1,0.7282,1,63.2892909925431,0.7295,1,48.72804100159556
001120097,0112,0,JAYME,10.0,1,0.7263,1,44.826208002632484,0.73,1,40.488500002538785
001120105,0112,0,LISA,10.0,1,0.7238,1,52.31450000428595,0.7277,1,36.06366700842045
001120105,0112,2,YOUR,10.0,1,1.0,1,26.23975000460632,1.0,1,25.731458998052403
001120119,0112,1,ALICE,10.0,1,0.7269,1,43.16904197912663,0.7223,1,48.36841701762751
001120119,0112,3,INTO,10.0,1,0.7154,1,37.039290997199714,0.7037,1,38.19920800742693
001120119,0112,5,LIVING,10.0,1,0.7202,1,39.70999998273328,0.7252,1,45.84312500082888
001120130,0112,0,ANDY,10.0,1,0.7263,1,56.25925000640564,0.7178,1,39.10020799958147
001120141,0112,2,TODAY,10.0,1,0.3058,0,45.675583998672664,0.279,0,38.91062497859821
001120141,0112,4,TUESDAY,10.0,1,0.7285,1,63.49254201631993,0.7289,1,48.16395899979398
001120148,0112,0,MANDY,10.0,1,0.7304,1,40.979000012157485,0.7295,1,40.351874980842695
001120148,0112,3,CANBERRA,10.0,1,0.553,1,70.61845899443142,0.5234,1,58.5325840220321
001120159,0112,2,VERY,10.0,1,0.7287,1,43.211417010752484,0.7269,1,52.510042005451396
001120159,0112,3,PRETTY,10.0,1,0.7284,1,66.29458299721591,0.7288,1,44.63191601098515
001120162,0112,2,YOUR,10.0,1,1.0,1,27.336166996974498,1.0,1,33.34641599212773
001130019,0113,0,LISA,10.0,1,0.7291,1,48.48220801795833,0.7287,1,51.626916974782944
001130019,0113,4,ZEBRA,10.0,1,0.6673,1,54.442291992018,0.7139,1,49.53083299915306
001130023,0113,0,ANDY,10.0,1,0.7221,1,63.19529202301055,0.7284,1,36.57904200372286
001130024,0113,2,AMERICA,10.0,1,0.3962,1,96.23954200651497,0.3079,1,73.51812502020039
001130054,0113,2,ZERO,10.0,1,0.7258,1,39.49787499732338,0.726,1,40.6275829882361
001130054,0113,3,ZERO,10.0,1,0.5948,1,58.68183300481178,0.5537,1,49.209833989152685
001130073,0113,0,MANDY,10.0,1,0.7296,1,45.921375014586374,0.7303,1,50.90545798884705
001130073,0113,3,ROWING,10.0,1,0.7275,1,42.545750009594485,0.7294,1,35.01841699471697
001130074,0113,0,TEDDY,10.0,1,0.7283,1,40.253000013763085,0.7291,1,41.81208400405012
001130118,0113,0,TINA,10.0,1,0.7285,1,47.88404199643992,0.7277,1,41.57262499211356
001130118,0113,4,CAFE,10.0,1,0.2984,0,56.35754100512713,0.2976,0,96.38104200712405
001130123,0113,2,WALKING,10.0,1,0.686,1,42.0769170159474,0.6977,1,46.1821670178324
001130123,0113,4,MUSIC,10.0,1,0.7289,1,39.07679198891856,0.7293,1,47.91649998514913
001130138,0113,0,MARY,10.0,1,0.7289,1,55.14350000885315,0.7286,1,38.752416003262624
001130138,0113,4,DRIVER,10.0,1,0.7298,1,65.34254099824466,0.73,1,56.058207992464304
001140045,0114,2,ZERO,10.0,1,0.7283,1,37.45304202311672,0.7293,1,35.143125016475096
001140049,0114,1,ZERO,10.0,1,0.6253,1,61.90516700735316,0.7267,1,45.60233300435357
001140056,0114,0,JULY,10.0,1,0.3899,0,41.78733300068416,0.7236,1,45.546208013547584
001140056,0114,2,NOVEMBER,10.0,1,0.4335,1,70.43391701881774,0.3775,0,55.29137499979697
001140059,0114,2,MUSHROOM,10.0,1,0.6741,1,53.66645799949765,0.7204,1,44.29112499929033
001140064,0114,0,PICTURE,10.0,1,0.7049,1,53.04104200331494,0.7301,1,49.36466700746678
001140064,0114,1,OFFICE,10.0,1,0.7134,1,44.03479100437835,0.7055,1,37.521208985708654
001140064,0114,2,HOMEWORK,10.0,1,0.7302,1,41.07529099564999,0.7302,1,38.472166983410716
001140068,0114,4,TENNIS,10.0,1,0.7219,1,39.72241599694826,0.7243,1,38.34329202072695
001140099,0114,0,SANDY,10.0,1,0.7301,1,43.42674999497831,0.7302,1,50.387208990287036
001140099,0114,3,BEAUTIFUL,10.0,1,0.5516,1,49.269125011051074,0.4062,1,50.42820898233913
001140100,0114,0,MANDY,10.0,1,0.7282,1,44.07879197970033,0.7302,1,56.36287500965409
001140104,0114,0,PETER,10.0,1,0.7296,1,41.695250023622066,0.7289,1,44.29358401102945
001140104,0114,3,JACKET,10.0,1,0.7076,1,40.03754199948162,0.7137,1,52.013374981470406
001140120,0114,0,ALICE,10.0,1,0.6996,1,64.18795901117846,0.7234,1,41.15566599648446
001140130,0114,0,DORA,10.0,1,0.7271,1,38.95383299095556,0.7283,1,40.4818749811966
001140133,0114,0,LISA,10.0,1,0.7191,1,46.456458017928526,0.7269,1,41.839374986011535
001140133,0114,3,CABBAGE,10.0,1,0.7095,1,42.926000023726374,0.718,1,43.09995798394084
001140140,0114,0,BILLY,10.0,1,0.7289,1,40.10337498039007,0.7288,1,39.843292004661635
001140146,0114,0,LILLY,10.0,1,0.7283,1,37.9582500027027,0.728,1,46.21133400360122
001140146,0114,5,CITY,10.0,1,0.7273,1,43.08499998296611,0.7288,1,40.97429200191982
001140146,0114,6,TOKYO,10.0,1,0.2826,0,63.960541010601446,0.5449,1,48.62658400088549
001200015,0120,2,FORTUNATE,10.0,1,0.3706,0,46.90312498132698,0.421,1,51.06666701612994
001200015,0120,6,INTO,10.0,1,0.7198,1,36.149166990071535,0.7196,1,34.614750009495765
001200016,0120,3,TRAFFIC,10.0,1,0.7275,1,41.27374998643063,0.7295,1,39.68754201196134
001200050,0120,3,PRESSURE,10.0,1,0.7298,1,40.16120798769407,0.7295,1,40.14174998155795
001200081,0120,4,WONDERFUL,10.0,1,0.5676,1,45.78841701732017,0.563,1,45.060165983159095
001200081,0120,5,CONCEPT,10.0,1,0.6142,1,39.75041600642726,0.7266,1,38.97395799867809
001200098,0120,5,BETTER,10.0,1,0.7282,1,34.27612502127886,0.7274,1,34.79429098661058
001200114,0120,2,HERE,10.0,1,1.0,1,29.662499990081415,1.0,1,29.52187499613501
001200114,0120,4,PROVIDE,10.0,1,0.7082,1,36.38612502254546,0.7164,1,40.16133397817612
001200114,0120,6,SERVICE,10.0,1,0.7248,1,36.932332994183525,0.7231,1,40.234790998511016
001200145,0120,0,SATURDAY,10.0,1,0.5685,1,49.60416699759662,0.4758,1,49.50391702004708
001200145,0120,2,GOING,10.0,1,0.7288,1,37.49529202468693,0.7286,1,34.672167006647214
001200146,0120,5,MAKING,10.0,1,0.7294,1,38.955707976128906,0.7295,1,51.894750009523705
001200146,0120,7,EFFORT,10.0,1,0.6548,1,43.99612499400973,0.5004,1,39.31345802266151
001200159,0120,2,LOOKING,10.0,1,0.7278,1,37.95387499849312,0.728,1,44.0424999978859
001200161,0120,0,LITERALLY,10.0,1,0.3949,1,59.527750010602176,0.4467,1,53.56725002638996
001200168,0120,0,EASILY,10.0,1,0.5592,1,67.84554099431261,0.5671,1,45.245292014442384
001200209,0120,7,YOURSELF,10.0,1,0.2716,0,36.03770901099779,0.2779,0,34.475916996598244
001200210,0120,7,INTERVIEW,10.0,1,0.2354,0,57.15749997762032,0.2182,0,44.87287500523962
001200306,0120,1,OTHERS,10.0,1,0.7258,1,41.197125014150515,0.7252,1,40.63929201220162
001200338,0120,2,SILENCE,10.0,1,0.7257,1,36.7232920252718,0.7184,1,40.21862501394935
001200338,0120,4,DIFFICULT,10.0,1,0.3483,0,60.3920410212595,0.5696,1,45.9997080033645
001200350,0120,6,CURIOUSLY,10.0,1,0.2685,0,85.28612501686439,0.1833,0,57.58766600047238
001220015,0122,2,GOING,10.0,1,0.7282,1,35.94412500387989,0.7264,1,36.11837502103299
001220015,0122,5,DEER,10.0,1,1.0,1,29.937374987639487,1.0,1,30.36095801508054
001220021,0122,2,JAPAN,10.0,1,0.3109,0,40.62379102106206,0.2773,0,43.26758297975175
001220037,0122,2,ZERO,10.0,1,0.6382,1,60.63370799529366,0.7216,1,41.85291699832305
001220068,0122,0,SANDY,10.0,1,0.7302,1,36.64291699533351,0.7299,1,38.806166005088016
001220101,0122,2,LISA,5.0,0,0.7279,1,36.970665998524055,0.7285,1,38.30024998751469
001220127,0122,2,DRAWING,10.0,1,0.727,1,39.117833977798,0.728,1,40.12004198739305
001220129,0122,3,CABBAGE,10.0,1,0.7139,1,38.90174999833107,0.7261,1,33.41504099080339
001220137,0122,0,MARY,10.0,1,0.7242,1,63.38449998293072,0.7294,1,43.1310829881113
001220138,0122,4,FARMER,10.0,1,0.7297,1,53.09729199507274,0.7299,1,37.58108400506899
001220159,0122,3,HERE,10.0,1,1.0,1,53.73054198571481,1.0,1,30.662792007206008
001220166,0122,0,DADDY,10.0,1,0.7279,1,41.27816698746756,0.7291,1,41.6443340072874
001330002,0133,0,JAYME,10.0,1,0.7281,1,39.842333004344255,0.7284,1,40.35475000273436
001330002,0133,2,YELLOW,10.0,1,0.7249,1,68.09787498787045,0.7197,1,39.45662500336766
001330067,0133,1,BILLY'S,10.0,1,0.7283,1,37.9993749957066,0.7265,1,38.49529201397672
001330068,0133,1,STEVEN'S,10.0,1,0.7301,1,36.91470800549723,0.73,1,50.55316598736681
001330075,0133,0,PETER,10.0,1,0.7124,1,38.535375002538785,0.7281,1,37.369957979535684
001330097,0133,0,SANDY,10.0,1,0.7293,1,36.234458995750174,0.7302,1,43.62245800439268
001330099,0133,0,PETER,10.0,1,0.716,1,40.4779169766698,0.4795,0,38.39816601248458
001330099,0133,3,WALKING,10.0,1,0.7276,1,36.21454199310392,0.728,1,45.38570801378228
001330099,0133,5,STUDY,10.0,1,0.7302,1,57.925708999391645,0.7301,1,43.24737499700859
001330112,0133,0,DAVID,10.0,1,0.6902,1,56.459874991560355,0.7233,1,39.71029198146425
001330115,0133,0,ANDY,10.0,1,0.7245,1,64.86262500402518,0.7199,1,42.217457987135276
001330118,0133,0,LUCY,10.0,1,0.7278,1,46.45470800460316,0.7291,1,46.48787502082996
001330118,0133,6,FARMER,10.0,1,0.7299,1,50.880333001259714,0.7301,1,36.1585840000771
001330126,0133,3,FARMER,10.0,1,0.73,1,40.782166994176805,0.7301,1,36.11374998581596
001330126,0133,4,CITY,10.0,1,0.7267,1,43.451584002468735,0.7281,1,40.824584022630006
001330126,0133,5,SANDY,10.0,1,0.7294,1,74.96470800833777,0.7303,1,42.13958399486728
001330128,0133,3,FARMER,10.0,1,0.7297,1,37.82616599346511,0.73,1,35.475082986522466
001330128,0133,4,CITY,10.0,1,0.7267,1,39.829749992350116,0.7279,1,35.584666999056935
001330128,0133,5,SANDY,10.0,1,0.73,1,62.40770799922757,0.7303,1,42.36354099703021
001330143,0133,4,REVENGE,5.0,0,0.286,0,41.23087500920519,0.2763,0,41.95462499046698
001330155,0133,2,PRINTERS,10.0,1,0.7295,1,48.296500026481226,0.7303,1,48.228708998067304
001330172,0133,2,BELIEVE,10.0,1,0.2736,0,38.383000006433576,0.2811,0,46.50170900276862
001490002,0149,0,PITY,10.0,1,0.7246,1,37.02066600089893,0.7282,1,35.12891702121124
001490002,0149,4,BALLON,5.0,0,0.7155,1,56.7315419903025,0.7143,1,39.29979100939818
001490016,0149,4,TIGER,10.0,1,0.7179,1,59.33470799936913,0.7042,1,37.564958998700604
001490024,0149,0,DAVID,10.0,1,0.7226,1,51.57312500523403,0.7188,1,37.85545899881981
001490024,0149,3,JAPAN,10.0,1,0.2822,0,36.141290998784825,0.2853,0,36.00645900587551
001490045,0149,0,SANDY,10.0,1,0.73,1,39.05791699071415,0.7302,1,40.685165993636474
001490045,0149,5,CLIMBING,10.0,1,0.7291,1,38.02237499621697,0.7288,1,39.00650001014583
001490052,0149,0,TINA,10.0,1,0.7245,1,40.94554198672995,0.7287,1,45.050834014546126
001490052,0149,4,RUNNING,10.0,1,0.6727,1,36.45358298672363,0.6565,1,36.1036249960307
001490056,0149,0,LILLY,10.0,1,0.7287,1,39.451624994399026,0.7266,1,44.19762498582713
001490077,0149,0,LILLY,10.0,1,0.7263,1,38.80199999548495,0.7286,1,41.48037498816848
001490080,0149,0,CASEY,10.0,1,0.7295,1,63.110832998063415,0.558,1,47.091124986764044
001490093,0149,0,HENNY,10.0,1,0.7258,1,79.3626660015434,0.7275,1,40.15287500806153
